stale_workbook,sheet,cell,old,new
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,H10,"=IFERROR(IF(OR(F10="""",'Assumptions & Flags'!$C$10=""""),"""",F10/'Assumptions & Flags'!$C$10),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,I10,"=IFERROR(IF(OR(F10="""",F9=""""),"""",F10-F9),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,J10,"=IFERROR(IF(OR(F10="""",F9="""",F9=0),"""",F10/F9-1),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,K10,Contracted,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,B11,7,Remaining Term
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,E11,"=IFERROR(IF(D11="""","""",MAX(0,(D11-TODAY())/365.25)),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,G11,"=IFERROR(IF(F11="""","""",F11/12),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,H11,"=IFERROR(IF(OR(F11="""",'Assumptions & Flags'!$C$10=""""),"""",F11/'Assumptions & Flags'!$C$10),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,I11,"=IFERROR(IF(OR(F11="""",F10=""""),"""",F11-F10),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,J11,"=IFERROR(IF(OR(F11="""",F10="""",F10=0),"""",F11/F10-1),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,K11,Contracted,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,B12,8,Building SF
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,E12,"=IFERROR(IF(D12="""","""",MAX(0,(D12-TODAY())/365.25)),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,G12,"=IFERROR(IF(F12="""","""",F12/12),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,H12,"=IFERROR(IF(OR(F12="""",'Assumptions & Flags'!$C$10=""""),"""",F12/'Assumptions & Flags'!$C$10),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,I12,"=IFERROR(IF(OR(F12="""",F11=""""),"""",F12-F11),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,J12,"=IFERROR(IF(OR(F12="""",F11="""",F11=0),"""",F12/F11-1),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,K12,Contracted,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,B13,9,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,E13,"=IFERROR(IF(D13="""","""",MAX(0,(D13-TODAY())/365.25)),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,G13,"=IFERROR(IF(F13="""","""",F13/12),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,H13,"=IFERROR(IF(OR(F13="""",'Assumptions & Flags'!$C$10=""""),"""",F13/'Assumptions & Flags'!$C$10),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,I13,"=IFERROR(IF(OR(F13="""",F12=""""),"""",F13-F12),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,J13,"=IFERROR(IF(OR(F13="""",F12="""",F12=0),"""",F13/F12-1),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,K13,Contracted,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,B14,10,RENT SCHEDULE BY LEASE PERIOD
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,E14,"=IFERROR(IF(D14="""","""",MAX(0,(D14-TODAY())/365.25)),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,G14,"=IFERROR(IF(F14="""","""",F14/12),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,H14,"=IFERROR(IF(OR(F14="""",'Assumptions & Flags'!$C$10=""""),"""",F14/'Assumptions & Flags'!$C$10),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,I14,"=IFERROR(IF(OR(F14="""",F13=""""),"""",F14-F13),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,J14,"=IFERROR(IF(OR(F14="""",F13="""",F13=0),"""",F14/F13-1),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,K14,Contracted,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,B15,11,YR
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,C15,,START DATE
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,D15,,END DATE
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,E15,"=IFERROR(IF(D15="""","""",MAX(0,(D15-TODAY())/365.25)),"""")",LEASE PERIOD
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,F15,,ANNUAL RENT
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,G15,"=IFERROR(IF(F15="""","""",F15/12),"""")",MONTHLY RENT
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,H15,"=IFERROR(IF(OR(F15="""",'Assumptions & Flags'!$C$10=""""),"""",F15/'Assumptions & Flags'!$C$10),"""")",RENT / SF
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,I15,"=IFERROR(IF(OR(F15="""",F14=""""),"""",F15-F14),"""")",ESCALATION
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,J15,"=IFERROR(IF(OR(F15="""",F14="""",F14=0),"""",F15/F14-1),"""")",NOTES
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,K15,Projection,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,B16,12,1
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,E16,"=IFERROR(IF(D16="""","""",MAX(0,(D16-TODAY())/365.25)),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,H16,"=IFERROR(IF(OR(F16="""",'Assumptions & Flags'!$C$10=""""),"""",F16/'Assumptions & Flags'!$C$10),"""")","=IFERROR(IF(OR(F16="""",E12="""",E12=0),"""",F16/E12),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,I16,"=IFERROR(IF(OR(F16="""",F15=""""),"""",F16-F15),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,J16,"=IFERROR(IF(OR(F16="""",F15="""",F15=0),"""",F16/F15-1),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,K16,Projection,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,B17,13,2
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,E17,"=IFERROR(IF(D17="""","""",MAX(0,(D17-TODAY())/365.25)),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,H17,"=IFERROR(IF(OR(F17="""",'Assumptions & Flags'!$C$10=""""),"""",F17/'Assumptions & Flags'!$C$10),"""")","=IFERROR(IF(OR(F17="""",E12="""",E12=0),"""",F17/E12),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,I17,"=IFERROR(IF(OR(F17="""",F16=""""),"""",F17-F16),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,J17,"=IFERROR(IF(OR(F17="""",F16="""",F16=0),"""",F17/F16-1),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,K17,Projection,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,B18,14,3
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,E18,"=IFERROR(IF(D18="""","""",MAX(0,(D18-TODAY())/365.25)),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,H18,"=IFERROR(IF(OR(F18="""",'Assumptions & Flags'!$C$10=""""),"""",F18/'Assumptions & Flags'!$C$10),"""")","=IFERROR(IF(OR(F18="""",E12="""",E12=0),"""",F18/E12),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,I18,"=IFERROR(IF(OR(F18="""",F17=""""),"""",F18-F17),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,J18,"=IFERROR(IF(OR(F18="""",F17="""",F17=0),"""",F18/F17-1),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,K18,Projection,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,B19,15,4
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,E19,"=IFERROR(IF(D19="""","""",MAX(0,(D19-TODAY())/365.25)),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,H19,"=IFERROR(IF(OR(F19="""",'Assumptions & Flags'!$C$10=""""),"""",F19/'Assumptions & Flags'!$C$10),"""")","=IFERROR(IF(OR(F19="""",E12="""",E12=0),"""",F19/E12),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,I19,"=IFERROR(IF(OR(F19="""",F18=""""),"""",F19-F18),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,J19,"=IFERROR(IF(OR(F19="""",F18="""",F18=0),"""",F19/F18-1),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,K19,Projection,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,B20,,5
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,G20,,"=IFERROR(IF(F20="""","""",F20/12),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,H20,,"=IFERROR(IF(OR(F20="""",E12="""",E12=0),"""",F20/E12),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,B21,,6
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,G21,,"=IFERROR(IF(F21="""","""",F21/12),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,H21,,"=IFERROR(IF(OR(F21="""",E12="""",E12=0),"""",F21/E12),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,B22,Fill colors:  NM Blue (#E0E8F4) = Contracted lease period    |   Gold (#FFF2CC) = Renewal / option / projection    |   Remaining Term uses TODAY() function,7
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,G22,,"=IFERROR(IF(F22="""","""",F22/12),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,H22,,"=IFERROR(IF(OR(F22="""",E12="""",E12=0),"""",F22/E12),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,B23,,8
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,G23,,"=IFERROR(IF(F23="""","""",F23/12),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,H23,,"=IFERROR(IF(OR(F23="""",E12="""",E12=0),"""",F23/E12),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,B24,,9
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,G24,,"=IFERROR(IF(F24="""","""",F24/12),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,H24,,"=IFERROR(IF(OR(F24="""",E12="""",E12=0),"""",F24/E12),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,B25,,10
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,G25,,"=IFERROR(IF(F25="""","""",F25/12),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,H25,,"=IFERROR(IF(OR(F25="""",E12="""",E12=0),"""",F25/E12),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,B26,,11
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,G26,,"=IFERROR(IF(F26="""","""",F26/12),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,H26,,"=IFERROR(IF(OR(F26="""",E12="""",E12=0),"""",F26/E12),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,B27,,12
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,G27,,"=IFERROR(IF(F27="""","""",F27/12),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,H27,,"=IFERROR(IF(OR(F27="""",E12="""",E12=0),"""",F27/E12),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,B28,,13
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,G28,,"=IFERROR(IF(F28="""","""",F28/12),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,H28,,"=IFERROR(IF(OR(F28="""",E12="""",E12=0),"""",F28/E12),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,B29,,14
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,G29,,"=IFERROR(IF(F29="""","""",F29/12),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,H29,,"=IFERROR(IF(OR(F29="""",E12="""",E12=0),"""",F29/E12),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,B30,,15
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,G30,,"=IFERROR(IF(F30="""","""",F30/12),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,H30,,"=IFERROR(IF(OR(F30="""",E12="""",E12=0),"""",F30/E12),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,B31,,16
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,G31,,"=IFERROR(IF(F31="""","""",F31/12),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,H31,,"=IFERROR(IF(OR(F31="""",E12="""",E12=0),"""",F31/E12),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,B32,,17
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,G32,,"=IFERROR(IF(F32="""","""",F32/12),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,H32,,"=IFERROR(IF(OR(F32="""",E12="""",E12=0),"""",F32/E12),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,B33,,18
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,G33,,"=IFERROR(IF(F33="""","""",F33/12),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,H33,,"=IFERROR(IF(OR(F33="""",E12="""",E12=0),"""",F33/E12),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,B34,,19
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,G34,,"=IFERROR(IF(F34="""","""",F34/12),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,H34,,"=IFERROR(IF(OR(F34="""",E12="""",E12=0),"""",F34/E12),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,B35,,20
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,G35,,"=IFERROR(IF(F35="""","""",F35/12),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,H35,,"=IFERROR(IF(OR(F35="""",E12="""",E12=0),"""",F35/E12),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,B36,,21
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,G36,,"=IFERROR(IF(F36="""","""",F36/12),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,H36,,"=IFERROR(IF(OR(F36="""",E12="""",E12=0),"""",F36/E12),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,B37,,22
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,G37,,"=IFERROR(IF(F37="""","""",F37/12),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,H37,,"=IFERROR(IF(OR(F37="""",E12="""",E12=0),"""",F37/E12),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,B38,,23
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Rent Schedule,G38,,"=IFERROR(IF(F38="""","""",F38/12),"""")"
